ID_MONITORIA,DATA,AVAYALOGIN,SUPERVISOR,SEGMENTO,ANALISTA,NOTA_FINAL,Saudação e Identificação,Escuta Ativa,Clareza na Comunicação,Resolução no Primeiro Contato,Empatia com o Cliente,Conhecimento do Produto,Seguiu Script,Encerramento Adequado
469,2024-02-11,5510047,Supervisor 3,Segmento 4,João Barbosa,5.5,2,10,8,2,1,10,9,2
470,2024-02-10,5510047,Supervisor 3,Segmento 4,Joaquim Vargas,5.9,7,2,6,5,10,7,5,5
471,2024-02-19,5510047,Supervisor 3,Segmento 4,Clara das Neves,5.8,2,9,3,10,2,7,6,7
472,2024-03-10,5510047,Supervisor 3,Segmento 4,Dr. Benício da Rocha,4.0,3,3,10,0,2,2,9,3
473,2024-03-02,5510047,Supervisor 3,Segmento 4,Pedro Miguel Macedo,4.6,0,8,4,8,5,1,10,1
474,2024-03-18,5510047,Supervisor 3,Segmento 4,Elisa Nogueira,5.1,1,6,0,8,8,6,10,2
475,2024-01-13,5510048,Supervisor 7,Segmento 3,Stephany Teixeira,4.2,6,4,9,4,2,0,2,7
476,2024-01-05,5510048,Supervisor 7,Segmento 3,Luiz Fernando Fonseca,4.1,8,1,8,3,2,5,2,4
477,2024-02-02,5510048,Supervisor 7,Segmento 3,Ana Beatriz Almeida,4.5,4,8,5,3,1,7,2,6
478,2024-02-04,5510048,Supervisor 7,Segmento 3,Kevin da Rocha,5.5,8,2,1,5,10,5,6,7
479,2024-03-16,5510048,Supervisor 7,Segmento 3,Sofia Montenegro,3.6,10,1,9,2,0,1,2,4
480,2024-03-24,5510048,Supervisor 7,Segmento 3,Sarah Silveira,5.0,8,4,4,1,7,1,10,5
481,2024-01-03,5510049,Supervisor 7,Segmento 3,Sra. Nina Moura,5.0,4,3,9,6,1,8,9,0
482,2024-01-05,5510049,Supervisor 7,Segmento 3,Matheus Pinto,4.1,7,8,3,1,5,2,3,4
483,2024-01-13,5510049,Supervisor 7,Segmento 3,Srta. Gabrielly Porto,7.5,9,9,3,10,10,10,7,2
484,2024-01-27,5510049,Supervisor 7,Segmento 3,Sra. Hadassa Jesus,6.2,6,9,9,5,1,9,10,1
485,2024-02-05,5510049,Supervisor 7,Segmento 3,Bella Ferreira,4.1,3,2,0,5,8,5,3,7
486,2024-02-24,5510049,Supervisor 7,Segmento 3,Dra. Maria Isis Mendes,4.9,4,8,5,8,0,4,8,2
487,2024-02-06,5510049,Supervisor 7,Segmento 3,Matheus Novaes,6.5,10,7,6,10,4,2,3,10
488,2024-02-08,5510049,Supervisor 7,Segmento 3,Apollo Silva,5.0,3,6,9,3,9,0,9,1
489,2024-03-09,5510049,Supervisor 7,Segmento 3,João Pedro Aparecida,3.8,4,7,2,0,0,8,0,9
490,2024-03-14,5510049,Supervisor 7,Segmento 3,Eduarda Cassiano,5.4,1,2,5,7,3,7,10,8
491,2024-03-01,5510049,Supervisor 7,Segmento 3,Bryan Moraes,3.4,2,1,0,5,6,7,3,3
492,2024-03-23,5510049,Supervisor 7,Segmento 3,Daniel Casa Grande,4.8,8,0,6,6,5,2,5,6
493,2024-01-23,5510050,Supervisor 4,Segmento 2,Luiz Felipe da Mota,3.5,0,5,5,3,4,3,5,3
494,2024-01-06,5510050,Supervisor 4,Segmento 2,Eloá Duarte,4.0,5,6,5,0,2,6,7,1
495,2024-01-26,5510050,Supervisor 4,Segmento 2,Ana Vargas,4.1,5,3,4,5,5,7,4,0
496,2024-01-03,5510050,Supervisor 4,Segmento 2,Maria Júlia Alves,4.6,4,4,9,9,2,7,1,1
497,2024-01-01,5510050,Supervisor 4,Segmento 2,Luiz Miguel Andrade,5.6,0,10,8,3,7,9,0,8
498,2024-02-21,5510050,Supervisor 4,Segmento 2,Leandro Novais,6.1,7,9,10,8,0,4,1,10
499,2024-02-22,5510050,Supervisor 4,Segmento 2,Isis Almeida,6.0,8,6,5,6,7,3,8,5
500,2024-02-18,5510050,Supervisor 4,Segmento 2,Hellena Cassiano,4.6,6,4,10,8,8,0,0,1
501,2024-02-12,5510050,Supervisor 4,Segmento 2,Caroline Vieira,4.6,10,2,5,3,9,0,5,3
502,2024-02-15,5510050,Supervisor 4,Segmento 2,José Pedro Silva,4.0,2,1,5,9,6,3,6,0
503,2024-03-19,5510050,Supervisor 4,Segmento 2,João Miguel Rodrigues,3.0,4,0,2,4,5,1,7,1
504,2024-03-07,5510050,Supervisor 4,Segmento 2,Carlos Eduardo Aparecida,5.5,9,4,9,4,5,2,8,3
505,2024-03-12,5510050,Supervisor 4,Segmento 2,Miguel Pacheco,4.4,1,5,3,3,8,9,6,0
506,2024-03-20,5510050,Supervisor 4,Segmento 2,Brenda Sales,3.8,1,10,0,5,2,8,2,2
507,2024-03-22,5510050,Supervisor 4,Segmento 2,Natália Nascimento,6.4,7,10,5,3,4,9,5,8
508,2024-01-18,5510051,Supervisor 4,Segmento 2,Evelyn Fogaça,6.1,5,6,7,4,10,4,10,3
509,2024-01-23,5510051,Supervisor 4,Segmento 2,Julia Viana,2.9,6,3,2,2,5,0,3,2
510,2024-01-25,5510051,Supervisor 4,Segmento 2,Luiz Henrique Ribeiro,6.2,4,6,7,7,8,1,7,10
511,2024-01-23,5510051,Supervisor 4,Segmento 2,Manuella Albuquerque,4.5,10,3,2,2,6,5,7,1
512,2024-01-08,5510051,Supervisor 4,Segmento 2,Pietro Melo,4.4,1,4,1,8,7,3,4,7
513,2024-02-09,5510051,Supervisor 4,Segmento 2,Eduarda Vargas,6.0,7,7,8,4,2,6,5,9
514,2024-02-26,5510051,Supervisor 4,Segmento 2,Augusto Rodrigues,4.9,7,9,8,4,3,6,2,0
515,2024-02-18,5510051,Supervisor 4,Segmento 2,Fernando Costela,3.4,1,7,1,10,1,1,4,2
516,2024-02-26,5510051,Supervisor 4,Segmento 2,Cecilia Pacheco,5.0,3,0,8,1,8,3,10,7
517,2024-02-20,5510051,Supervisor 4,Segmento 2,Dr. Lucca Casa Grande,4.2,2,6,0,10,3,4,6,3
518,2024-03-15,5510051,Supervisor 4,Segmento 2,Bryan da Cruz,4.5,1,7,8,9,0,2,3,6
519,2024-03-03,5510051,Supervisor 4,Segmento 2,Luana Macedo,6.6,7,3,10,9,6,3,6,9
520,2024-03-24,5510051,Supervisor 4,Segmento 2,Rafael Monteiro,5.9,9,6,9,1,7,8,7,0
521,2024-03-22,5510051,Supervisor 4,Segmento 2,Sra. Isis Alves,4.5,0,1,7,4,5,3,8,8
522,2024-03-25,5510051,Supervisor 4,Segmento 2,Eloah Cirino,3.5,3,2,2,1,9,7,4,0
523,2024-01-10,5510052,Supervisor 3,Segmento 4,Júlia Leão,3.4,8,2,3,1,6,4,3,0
524,2024-01-13,5510052,Supervisor 3,Segmento 4,Luara Fogaça,4.4,3,5,9,0,1,8,1,8
525,2024-01-23,5510052,Supervisor 3,Segmento 4,Sr. Marcos Vinicius Garcia,2.4,1,0,2,1,10,0,5,0
526,2024-02-21,5510052,Supervisor 3,Segmento 4,Joaquim Rezende,3.9,2,5,3,8,1,2,10,0
527,2024-02-24,5510052,Supervisor 3,Segmento 4,Bento Guerra,6.8,4,4,6,10,9,7,9,5
528,2024-02-07,5510052,Supervisor 3,Segmento 4,Ana Beatriz Barbosa,6.8,10,5,9,3,6,10,6,5
529,2024-03-14,5510052,Supervisor 3,Segmento 4,Maria Fernanda Sá,4.4,4,5,5,2,1,8,10,0
530,2024-03-16,5510052,Supervisor 3,Segmento 4,Davi Luiz Correia,6.1,8,5,9,5,4,4,8,6
531,2024-03-16,5510052,Supervisor 3,Segmento 4,Sr. Henrique Ferreira,4.5,3,4,8,7,1,8,3,2
532,2024-01-03,5510054,Supervisor 3,Segmento 4,Anthony Barros,3.8,5,0,6,10,0,8,1,0
533,2024-01-15,5510054,Supervisor 3,Segmento 4,Marcela Rodrigues,6.2,9,9,8,4,5,2,7,6
534,2024-02-03,5510054,Supervisor 3,Segmento 4,Sr. Anthony Gabriel da Cunha,4.2,1,9,8,8,0,2,4,2
535,2024-02-07,5510054,Supervisor 3,Segmento 4,Vinícius Machado,4.1,7,4,3,4,1,8,4,2
536,2024-03-10,5510054,Supervisor 3,Segmento 4,Juan Farias,3.6,4,3,5,0,4,8,1,4
537,2024-03-02,5510054,Supervisor 3,Segmento 4,Maria Helena da Paz,6.5,8,5,3,9,10,6,8,3
538,2024-01-12,5510055,Supervisor 7,Segmento 3,Srta. Maria Alice Melo,6.2,8,5,9,2,4,9,10,3
539,2024-01-26,5510055,Supervisor 7,Segmento 3,Noah Montenegro,5.2,4,7,3,7,2,5,7,7
540,2024-02-20,5510055,Supervisor 7,Segmento 3,Heloísa Pereira,5.0,3,0,6,3,8,5,5,10
541,2024-02-11,5510055,Supervisor 7,Segmento 3,Srta. Natália Rocha,5.0,6,1,10,9,0,8,0,6
542,2024-03-25,5510055,Supervisor 7,Segmento 3,Léo Moraes,6.0,3,10,4,2,5,8,7,9
543,2024-03-05,5510055,Supervisor 7,Segmento 3,Ana Cecília da Rosa,5.8,7,7,2,6,2,5,10,7
544,2024-01-20,5510056,Supervisor 1,Segmento 3,Isabela Camargo,5.2,2,2,9,7,8,2,4,8
545,2024-01-23,5510056,Supervisor 1,Segmento 3,Davi Luiz das Neves,4.6,9,1,8,2,4,5,5,3
546,2024-01-11,5510056,Supervisor 1,Segmento 3,Thales Nascimento,3.2,7,2,4,2,0,0,9,2
547,2024-01-09,5510056,Supervisor 1,Segmento 3,Guilherme da Rosa,9.1,10,9,9,6,10,10,10,9
548,2024-01-01,5510056,Supervisor 1,Segmento 3,Gabriel Cardoso,4.9,5,2,8,0,7,0,7,10
549,2024-02-22,5510056,Supervisor 1,Segmento 3,Bella Sousa,5.4,7,1,8,8,1,5,8,5
550,2024-02-13,5510056,Supervisor 1,Segmento 3,Pietra Cavalcanti,5.2,8,2,2,7,9,3,5,6
551,2024-02-17,5510056,Supervisor 1,Segmento 3,Ana Clara Pacheco,4.6,2,5,5,9,1,6,5,4
552,2024-02-19,5510056,Supervisor 1,Segmento 3,Gustavo Henrique Cirino,6.0,3,4,9,6,7,0,9,10
553,2024-02-19,5510056,Supervisor 1,Segmento 3,Maysa Fogaça,6.2,7,3,8,9,3,10,9,1
554,2024-03-23,5510056,Supervisor 1,Segmento 3,Sr. Diogo Fogaça,3.0,10,1,2,8,1,1,0,1
555,2024-03-23,5510056,Supervisor 1,Segmento 3,Dra. Bruna Monteiro,6.2,8,0,1,3,10,8,10,10
556,2024-03-26,5510056,Supervisor 1,Segmento 3,Bento Cirino,3.9,0,5,10,2,0,6,3,5
557,2024-03-15,5510056,Supervisor 1,Segmento 3,Sr. Luiz Felipe Almeida,4.2,7,2,10,4,3,4,4,0
558,2024-03-13,5510056,Supervisor 1,Segmento 3,Gustavo Siqueira,4.8,4,8,9,0,2,1,7,7
559,2024-01-08,5510057,Supervisor 5,Segmento 4,Vinícius Sousa,4.5,0,7,4,4,7,2,10,2
560,2024-01-13,5510057,Supervisor 5,Segmento 4,Luiz Felipe Moura,5.1,7,6,10,4,3,9,1,1
561,2024-01-23,5510057,Supervisor 5,Segmento 4,Bruno Montenegro,4.4,7,2,2,8,3,7,5,1
562,2024-02-25,5510057,Supervisor 5,Segmento 4,Nicole Freitas,8.0,9,8,2,10,10,10,8,7
563,2024-02-09,5510057,Supervisor 5,Segmento 4,Vitor Gabriel da Luz,5.4,0,4,8,5,9,5,9,3
564,2024-02-18,5510057,Supervisor 5,Segmento 4,Esther da Rosa,6.0,8,9,7,8,7,2,6,1
565,2024-03-26,5510057,Supervisor 5,Segmento 4,Lara Souza,6.6,9,6,9,7,1,6,8,7
566,2024-03-22,5510057,Supervisor 5,Segmento 4,Rodrigo Sousa,4.6,7,5,4,1,1,8,4,7
567,2024-03-14,5510057,Supervisor 5,Segmento 4,Ágatha Silveira,6.4,6,2,9,7,10,4,9,4
568,2024-01-08,5510058,Supervisor 6,Segmento 2,Davi Lucas Pires,4.0,7,9,1,6,1,7,1,0
569,2024-01-12,5510058,Supervisor 6,Segmento 2,Liz Souza,4.6,2,7,6,10,3,0,9,0
570,2024-01-16,5510058,Supervisor 6,Segmento 2,Dr. Thales Silveira,4.4,1,10,5,7,3,0,4,5
571,2024-01-23,5510058,Supervisor 6,Segmento 2,João Gabriel Pires,4.1,2,3,1,9,1,3,4,10
572,2024-01-24,5510058,Supervisor 6,Segmento 2,Alexia Aparecida,5.6,3,7,5,7,4,6,7,6
573,2024-01-10,5510058,Supervisor 6,Segmento 2,Dra. Agatha Rezende,5.0,6,5,4,2,0,9,8,6
574,2024-02-10,5510058,Supervisor 6,Segmento 2,Léo Pires,4.4,6,6,4,5,0,7,0,7
575,2024-02-24,5510058,Supervisor 6,Segmento 2,Pedro Dias,3.0,3,1,8,1,4,4,2,1
576,2024-02-26,5510058,Supervisor 6,Segmento 2,Luísa Andrade,4.0,0,2,10,0,9,0,10,1
577,2024-02-26,5510058,Supervisor 6,Segmento 2,Rhavi Viana,5.0,6,7,4,4,3,6,1,9
578,2024-02-09,5510058,Supervisor 6,Segmento 2,Bernardo Rodrigues,4.8,3,5,3,8,5,8,2,4
579,2024-02-12,5510058,Supervisor 6,Segmento 2,Melina Gomes,6.8,0,6,8,5,8,8,9,10
580,2024-03-11,5510058,Supervisor 6,Segmento 2,Emanuella Freitas,4.5,3,8,1,10,3,5,2,4
581,2024-03-01,5510058,Supervisor 6,Segmento 2,Sra. Beatriz Rocha,4.0,6,2,4,7,0,2,1,10
582,2024-03-19,5510058,Supervisor 6,Segmento 2,Sra. Caroline Fonseca,4.4,7,7,0,2,5,3,8,3
583,2024-03-05,5510058,Supervisor 6,Segmento 2,Maria Helena Pinto,6.1,10,6,9,7,7,9,1,0
584,2024-03-18,5510058,Supervisor 6,Segmento 2,Caleb Porto,6.1,9,9,2,10,2,0,8,9
585,2024-03-08,5510058,Supervisor 6,Segmento 2,José Borges,5.8,6,9,5,8,2,10,5,1
586,2024-01-15,5510059,Supervisor 6,Segmento 2,Henrique Barbosa,4.9,4,9,1,4,5,5,9,2
587,2024-01-18,5510059,Supervisor 6,Segmento 2,Matheus Pimenta,5.1,5,3,4,6,0,5,8,10
588,2024-01-07,5510059,Supervisor 6,Segmento 2,Isaac Cavalcante,3.5,1,1,9,5,2,3,6,1
589,2024-01-21,5510059,Supervisor 6,Segmento 2,Srta. Mariane Cavalcanti,4.4,3,7,7,5,3,4,2,4
590,2024-01-07,5510059,Supervisor 6,Segmento 2,José Miguel Mendonça,4.9,5,9,1,2,5,3,6,8
591,2024-02-27,5510059,Supervisor 6,Segmento 2,Srta. Olivia Sampaio,5.0,5,8,6,10,4,3,3,1
592,2024-02-23,5510059,Supervisor 6,Segmento 2,Ana Cecília Caldeira,5.4,1,4,5,9,3,9,2,10
593,2024-02-15,5510059,Supervisor 6,Segmento 2,Erick Abreu,5.5,0,10,7,7,0,8,3,9
594,2024-02-27,5510059,Supervisor 6,Segmento 2,Luiz Felipe Correia,4.2,5,10,4,0,6,3,5,1
595,2024-02-27,5510059,Supervisor 6,Segmento 2,Gabrielly Vasconcelos,5.2,6,0,9,8,4,1,10,4
596,2024-03-09,5510059,Supervisor 6,Segmento 2,Srta. Liz Pereira,4.6,5,4,8,3,0,3,8,6
597,2024-03-09,5510059,Supervisor 6,Segmento 2,Rael Fogaça,3.5,0,6,5,5,1,2,8,1
598,2024-03-14,5510059,Supervisor 6,Segmento 2,Luan das Neves,4.2,2,1,8,4,0,7,6,6
599,2024-03-23,5510059,Supervisor 6,Segmento 2,Dra. Bruna da Costa,4.9,7,3,9,0,4,9,0,7
600,2024-03-09,5510059,Supervisor 6,Segmento 2,Dr. Luiz Felipe Correia,4.1,8,2,4,3,3,6,1,6
601,2024-01-16,5510060,Supervisor 4,Segmento 2,Raquel Monteiro,4.1,6,3,0,2,5,8,3,6
602,2024-01-13,5510060,Supervisor 4,Segmento 2,Srta. Lara Guerra,4.9,6,8,2,10,4,0,6,3
603,2024-02-01,5510060,Supervisor 4,Segmento 2,Larissa Barbosa,4.9,8,10,3,4,6,6,1,1
604,2024-02-10,5510060,Supervisor 4,Segmento 2,Stella Jesus,6.1,7,4,9,5,3,8,7,6
605,2024-03-04,5510060,Supervisor 4,Segmento 2,Sra. Ana Sophia Andrade,7.5,7,9,8,9,7,10,6,4
606,2024-03-11,5510060,Supervisor 4,Segmento 2,Olívia Aparecida,3.6,4,3,3,1,2,5,4,7
607,2024-01-12,5510061,Supervisor 7,Segmento 3,Lucas Gabriel Nogueira,4.4,5,6,0,8,0,0,7,9
608,2024-01-12,5510061,Supervisor 7,Segmento 3,Marcelo da Rosa,4.4,3,10,7,6,2,2,4,1
609,2024-02-21,5510061,Supervisor 7,Segmento 3,Heloísa Silveira,4.4,4,10,1,9,8,1,0,2
610,2024-02-14,5510061,Supervisor 7,Segmento 3,Melissa Andrade,4.8,5,0,7,8,5,3,7,3
611,2024-03-11,5510061,Supervisor 7,Segmento 3,Sr. Ravi da Conceição,4.1,10,3,5,0,2,0,6,7
612,2024-03-19,5510061,Supervisor 7,Segmento 3,Otto Duarte,6.2,10,2,3,10,8,2,7,8
613,2024-01-22,5510063,Supervisor 3,Segmento 4,Manuella Moraes,5.8,6,9,6,7,6,7,1,4
614,2024-01-20,5510063,Supervisor 3,Segmento 4,Mateus Aparecida,6.8,9,8,3,8,6,4,8,8
615,2024-01-06,5510063,Supervisor 3,Segmento 4,Sr. João Miguel Siqueira,7.9,7,8,10,8,10,10,7,3
616,2024-01-04,5510063,Supervisor 3,Segmento 4,Maria Luísa Pastor,5.2,8,1,2,9,4,6,5,7
617,2024-02-11,5510063,Supervisor 3,Segmento 4,Dra. Maria Sophia da Cunha,5.2,6,10,0,10,2,4,9,1
618,2024-02-15,5510063,Supervisor 3,Segmento 4,Sra. Caroline Porto,4.6,2,4,6,9,0,2,5,9
619,2024-02-27,5510063,Supervisor 3,Segmento 4,Samuel Farias,5.1,10,6,8,1,6,6,4,0
620,2024-02-05,5510063,Supervisor 3,Segmento 4,Evelyn Moraes,4.8,1,7,4,8,9,0,9,0
621,2024-03-05,5510063,Supervisor 3,Segmento 4,Maysa Abreu,4.9,1,3,0,10,2,8,7,8
622,2024-03-18,5510063,Supervisor 3,Segmento 4,Sr. Mathias Lopes,5.5,3,3,2,10,0,6,10,10
623,2024-03-22,5510063,Supervisor 3,Segmento 4,Isadora das Neves,4.8,7,1,4,6,7,10,0,3
624,2024-03-24,5510063,Supervisor 3,Segmento 4,Arthur Moura,5.0,1,2,8,6,9,1,10,3
625,2024-01-13,5510064,Supervisor 3,Segmento 4,Aurora Pimenta,3.5,2,1,4,7,5,2,5,2
626,2024-01-24,5510064,Supervisor 3,Segmento 4,Lucas Gabriel Pereira,4.5,8,4,3,8,6,3,2,2
627,2024-02-02,5510064,Supervisor 3,Segmento 4,Sr. Rafael Ramos,4.0,2,1,7,0,10,5,0,7
628,2024-02-17,5510064,Supervisor 3,Segmento 4,Isis Câmara,6.2,5,7,8,0,4,7,9,10
629,2024-03-16,5510064,Supervisor 3,Segmento 4,Joana Sampaio,4.5,9,4,1,2,6,4,2,8
630,2024-03-22,5510064,Supervisor 3,Segmento 4,Dr. Eduardo Brito,5.1,8,7,9,7,0,5,3,2
631,2024-01-17,5510066,Supervisor 1,Segmento 3,Maysa Pimenta,5.4,8,6,6,7,9,0,1,6
632,2024-01-23,5510066,Supervisor 1,Segmento 3,Bárbara Nogueira,5.1,8,6,1,8,1,4,7,6
633,2024-01-13,5510066,Supervisor 1,Segmento 3,João Oliveira,3.6,2,2,2,1,4,7,10,1
634,2024-01-20,5510066,Supervisor 1,Segmento 3,Murilo Sampaio,4.6,1,9,5,2,6,6,5,3
635,2024-01-15,5510066,Supervisor 1,Segmento 3,Dr. Kaique Cunha,5.0,3,0,6,7,7,3,9,5
636,2024-02-10,5510066,Supervisor 1,Segmento 3,Srta. Brenda Cavalcante,6.1,4,4,7,5,5,6,8,10
637,2024-02-24,5510066,Supervisor 1,Segmento 3,Alícia da Costa,4.8,2,5,4,2,7,10,7,1
638,2024-02-26,5510066,Supervisor 1,Segmento 3,Davi Abreu,6.6,8,5,10,5,1,6,8,10
639,2024-02-04,5510066,Supervisor 1,Segmento 3,Juliana Azevedo,4.4,7,7,0,0,1,8,4,8
640,2024-02-25,5510066,Supervisor 1,Segmento 3,Lunna Nascimento,5.0,4,5,6,4,10,8,0,3
641,2024-03-11,5510066,Supervisor 1,Segmento 3,Melina da Mota,4.6,5,6,7,6,1,1,5,6
642,2024-03-21,5510066,Supervisor 1,Segmento 3,Sophie Cavalcanti,4.1,4,0,5,8,7,3,4,2
643,2024-03-02,5510066,Supervisor 1,Segmento 3,Emanuelly Teixeira,4.6,2,2,5,3,8,6,1,10
644,2024-03-20,5510066,Supervisor 1,Segmento 3,Ravi Macedo,3.4,8,1,7,3,1,4,3,0
645,2024-03-16,5510066,Supervisor 1,Segmento 3,Igor Viana,4.2,9,0,2,0,6,8,1,8
646,2024-01-24,5510067,Supervisor 6,Segmento 2,Vitória Sales,6.1,6,9,1,2,4,8,9,10
647,2024-01-11,5510067,Supervisor 6,Segmento 2,Bento Rezende,5.9,7,1,10,3,7,3,8,8
648,2024-01-27,5510067,Supervisor 6,Segmento 2,Joaquim Aragão,3.6,7,2,4,10,0,0,2,4
649,2024-02-25,5510067,Supervisor 6,Segmento 2,Maya Cardoso,3.4,3,2,4,0,5,0,4,9
650,2024-02-16,5510067,Supervisor 6,Segmento 2,Sophie Nascimento,4.0,1,1,3,8,0,8,1,10
651,2024-02-19,5510067,Supervisor 6,Segmento 2,Bruno Gonçalves,6.9,8,1,3,7,9,7,10,10
652,2024-03-22,5510067,Supervisor 6,Segmento 2,Eloá Gomes,4.0,2,4,10,1,7,4,2,2
653,2024-03-08,5510067,Supervisor 6,Segmento 2,Bruno Castro,5.9,10,6,5,4,8,8,5,1
654,2024-03-16,5510067,Supervisor 6,Segmento 2,Liam Sousa,2.2,0,1,0,2,1,10,1,3
655,2024-01-18,5510069,Supervisor 6,Segmento 1,Murilo Gonçalves,4.0,4,0,7,8,1,4,2,6
656,2024-01-16,5510069,Supervisor 6,Segmento 1,Sr. Ravi Lucca Moreira,5.6,10,6,3,2,7,5,9,3
657,2024-01-13,5510069,Supervisor 6,Segmento 1,Benjamin Viana,5.9,4,8,7,5,5,10,3,5
658,2024-02-14,5510069,Supervisor 6,Segmento 1,Isabela Aragão,8.1,10,5,9,7,8,7,10,9
659,2024-02-15,5510069,Supervisor 6,Segmento 1,Arthur Moraes,5.4,9,6,3,2,3,8,6,6
660,2024-02-19,5510069,Supervisor 6,Segmento 1,Murilo Machado,6.0,4,2,9,7,10,4,10,2
661,2024-03-01,5510069,Supervisor 6,Segmento 1,Eloá Sales,4.4,2,4,4,1,7,5,3,9
662,2024-03-25,5510069,Supervisor 6,Segmento 1,Sr. Isaac Peixoto,4.6,6,7,7,5,3,6,2,1
663,2024-03-16,5510069,Supervisor 6,Segmento 1,Liam Gomes,3.2,0,2,7,3,5,8,1,0
664,2024-01-08,5510070,Supervisor 1,Segmento 1,Maysa Costela,5.0,9,0,2,4,7,5,6,7
665,2024-01-02,5510070,Supervisor 1,Segmento 1,Marina Caldeira,4.6,10,0,7,10,7,0,2,1
666,2024-01-05,5510070,Supervisor 1,Segmento 1,Luan Cavalcante,4.5,4,7,4,5,5,0,1,10
667,2024-01-21,5510070,Supervisor 1,Segmento 1,Gustavo Henrique Mendes,6.0,4,8,10,2,3,4,10,7
668,2024-01-02,5510070,Supervisor 1,Segmento 1,Matteo Nunes,6.1,9,9,3,1,8,4,5,10
669,2024-02-04,5510070,Supervisor 1,Segmento 1,Ísis Cavalcanti,4.1,7,5,4,3,1,7,0,6
670,2024-02-22,5510070,Supervisor 1,Segmento 1,Valentim Peixoto,5.9,7,8,3,6,7,6,0,10
671,2024-02-24,5510070,Supervisor 1,Segmento 1,Raquel Sales,7.0,6,9,6,8,7,9,9,2
672,2024-02-23,5510070,Supervisor 1,Segmento 1,Luiz Miguel das Neves,4.4,8,6,3,0,8,2,5,3
673,2024-02-21,5510070,Supervisor 1,Segmento 1,Leonardo Mendes,4.0,10,9,0,0,5,4,3,1
674,2024-03-12,5510070,Supervisor 1,Segmento 1,Aurora Sousa,5.0,6,10,7,0,4,0,4,9
675,2024-03-12,5510070,Supervisor 1,Segmento 1,Ana Clara da Cunha,4.0,2,2,2,4,0,10,6,6
676,2024-03-14,5510070,Supervisor 1,Segmento 1,Srta. Mariana Borges,4.0,6,0,6,4,0,6,4,6
677,2024-03-24,5510070,Supervisor 1,Segmento 1,Vitor Souza,6.0,2,7,8,8,6,6,3,8
678,2024-03-20,5510070,Supervisor 1,Segmento 1,Sabrina Barbosa,2.8,0,0,3,3,1,3,7,5
679,2024-01-26,5510072,Supervisor 4,Segmento 1,Francisco Andrade,6.1,7,8,0,7,7,6,7,7
680,2024-01-06,5510072,Supervisor 4,Segmento 1,Henry Gabriel Vieira,6.2,10,5,8,3,1,3,10,10
681,2024-01-21,5510072,Supervisor 4,Segmento 1,Heloísa Lima,5.9,10,1,2,9,7,8,5,5
682,2024-01-13,5510072,Supervisor 4,Segmento 1,Maria Luísa Teixeira,7.2,2,9,6,4,8,10,9,10
683,2024-01-13,5510072,Supervisor 4,Segmento 1,Ana Liz Vargas,5.8,3,9,8,8,10,6,1,1
684,2024-01-02,5510072,Supervisor 4,Segmento 1,Ágatha Vieira,4.1,3,9,5,5,4,3,4,0
685,2024-02-22,5510072,Supervisor 4,Segmento 1,Manuela Borges,6.0,5,4,10,10,1,6,10,2
686,2024-02-12,5510072,Supervisor 4,Segmento 1,Sophie Viana,5.2,5,5,8,0,8,1,7,8
687,2024-02-07,5510072,Supervisor 4,Segmento 1,Luana Sousa,7.1,6,9,7,7,10,2,8,8
688,2024-02-04,5510072,Supervisor 4,Segmento 1,João Felipe Barbosa,2.9,7,3,6,0,5,1,1,0
689,2024-02-23,5510072,Supervisor 4,Segmento 1,Milena Novais,5.8,10,3,5,3,5,8,3,9
690,2024-02-13,5510072,Supervisor 4,Segmento 1,Isabel Castro,3.6,9,5,2,5,8,0,0,0
691,2024-03-06,5510072,Supervisor 4,Segmento 1,Dra. Mariah Lima,4.5,9,6,3,1,8,0,0,9
692,2024-03-09,5510072,Supervisor 4,Segmento 1,Ana Sophia Azevedo,5.4,8,10,6,3,3,1,6,6
693,2024-03-15,5510072,Supervisor 4,Segmento 1,Ana Júlia Fogaça,4.1,5,9,3,7,3,5,0,1
694,2024-03-08,5510072,Supervisor 4,Segmento 1,Dr. Murilo da Mata,3.4,0,3,8,0,0,6,1,9
695,2024-03-21,5510072,Supervisor 4,Segmento 1,Sr. Matteo Guerra,5.4,5,8,10,7,3,0,1,9
696,2024-03-03,5510072,Supervisor 4,Segmento 1,Julia Pereira,5.0,2,4,10,4,1,8,9,2
697,2024-01-14,5510074,Supervisor 5,Segmento 4,Luiz Miguel Costa,3.9,8,2,2,2,4,7,1,5
698,2024-01-14,5510074,Supervisor 5,Segmento 4,Eduardo Rodrigues,4.9,10,5,1,5,1,5,10,2
699,2024-01-04,5510074,Supervisor 5,Segmento 4,Luiza Nunes,7.0,8,5,4,8,9,5,9,8
700,2024-01-18,5510074,Supervisor 5,Segmento 4,Bryan Machado,5.4,7,1,1,9,6,10,9,0
701,2024-02-27,5510074,Supervisor 5,Segmento 4,Sr. Benício da Rosa,4.4,2,1,3,8,6,8,6,1
702,2024-02-01,5510074,Supervisor 5,Segmento 4,Benjamim Pires,6.8,10,10,1,8,3,9,4,9
703,2024-02-15,5510074,Supervisor 5,Segmento 4,Marcela Jesus,5.4,7,5,2,7,10,1,2,9
704,2024-02-14,5510074,Supervisor 5,Segmento 4,Lara da Luz,3.8,10,0,4,2,4,0,8,2
